product_id,title,description
854319287618485,2 Beds 2 Baths - Apartment,"Two person rooms, three existing roommates in apartment already. Lots of natural light, private bathroom shared with one other person with your own vanity. And close to campus and the UVU underground walkway!! In unit washer and dryer, as well as a flatscreen TV and a dishwasher. Apartment comes fully furnished."
26073282312329827,1 Bed 1 Bath - Apartment,Cute 1 bedroom basement apartment. Utilities included except power.
825571627208311,2 Beds 1 Bath - Apartment,"2 Beds 1 Bath - Apartment

Looking for a sweet deal on student housing near BYU? I’m selling my contract for a private room at The Isles apartments in Provo -- only 1 block from south campus!
This spot is basically your own 1-bedroom, 1-bath apartment since no one else is currently living in the unit. You have the whole place to yourself! The Isles is one of the most sought after apartments with, modern finishes and appliances, and awesome amenities like a pool, hot tub, and clubhouse with a basketball court. The ward is super active and does lots of fun activities. The social scene is also top notch.
Rent is only $675/month + utilities. They also have underground parking if a spot opens up. Contract available now through the end of summer (mid-August 2026), with the possibility of renewal for the next term!
DM me if interested for more info!📍 #BYUHousing #ProvoApartments #StudentLiving"
4302872139858336,2 Beds 1 Bath - Apartment,"Men’s housing at Liberty on Freedom
-5 min walk from campus 
-hot tub & pool 
- 4 person apartment 
- Large fridge 
-2 availabilities so bring a friend :)"
1298108065479686,2 Beds 1 Bath Apartment,"MALE Housing *Price is negotiable make me an offer

 I am getting married and looking to sell my contract at liberty on freedom. The contract is between now and August 2026.

Rent is posted at 450 but after utilities it comes to 518. Then there is an option for a parking space for $50 per month. 

The apartment is a shared room. 2 Bedrooms and 1 bathroom. 

There is one bathroom
4 total people in this apartment. 
There is onsite laundry 
There is a pool and hot tub 
With a Gym and basketball court 
Very close to BYU campus

pls message me with any questions. Am Willing to negotiate pricing."
898975876419827,3 Beds 2 Baths - Apartment,"5 BEDSPACES AVAILABLE THIS SPRING/SUMMER (MAY—AUG)!

Have your choice this summer with who you want to live with! One of my roommates is staying to work this summer. She’s the nicest and most funniest person ever, great roommate!

• West Campus of BYU (10min walk to campus)
• 15min drive to UVU (with bus stop right outside of apartment complex)
• Amazing ward with the best bishop (Ross Baron)!
• Fully-furnished apartment (including couch, chairs, table, tv, 2 fridges, dishwasher, etc)
• Mailboxes and Amazon Locker in apartment building
• Very social and fun environment. Glenwood puts on a few social party events in the summer, normally music, activities, food, etc. This last week they rented out a trampoline park for us! You will not be bored. The clubhouse has tv’s, arcade, billiard room, pool, hot tub, volleyball court, outside grill, and indoor gym!
• On-site laundry facilities in each apartment unit. Used mobile H-Wash app to pay. 
• Parking permits are $35/month (they do not oversell passed so you’re guaranteed a parking space which is right outside the apartment)
• After utilities and communications fees, along with renter’s liability (optional) fee, total rent cost is $553/month

On a personal note, I’ve been living here for two years now and have loved it! Management is okay and will get back to you pretty quick. I’ve only had problems with them really during White glove (move-out) cleaning check because they charged me for a hard water stain in the bathroom I was assigned to clean that was permanently there before I moved in. So, I suggest making notes and sending in a maintenance request on things they could potentially charge you for when you move in just so it’s on record when you move out or wish to renew. Other than that cleaning checks are once a month and they’re easily passable. If you do your cleaning assignment you’ll be totally fine:)"
1661580011873225,2 Beds 1 Bath - Apartment,"Available immediately! Beautiful condo in a great south Springville location just off Main Street. Top floor unit with vaulted ceilings. Soothing gray colors, quartz counters, stainless kitchen appliances, washer and dryer provided. There is one reserved, covered parking spot for the condo and plenty of unreserved, uncovered parking. 

Available February 1, which means priority will be given to people who can move in promptly. If you don't intend to move until mid-March, please don't ask for a tour. :) 

Absolutely no pets or smoking/vaping. The building is a smoke-free property. Credit and background will be checked. We are willing to write a lease that ends in July or August (5-6 months) or to do a full-year lease. Equal housing opportunity, animals permitted as required by law. 

Tenants pay for electricity (there is no gas bill). The landlord pays the HOA fees which cover water, trash, and internet. You do have to provide your own router. There is no elevator in the building, so this unit is best for people who don't mind climbing stairs. 

We accept Zillow applications."
25844553828488185,1 Bed 1 Bath - Apartment,"4x4 apartment. Sharing with 3 roomates. Private room and bathroom. Trash Valet. Pool, tanning beds, gym and other amenities included. Selling lease but upon purchase you will be moved into an apartment of the same gender as yourself. 

Selling lease from now through July. March already paid for. Fees I will cover include: 
Renter's insurance $15
Boom Rent reporting $8.95
Communications Fee $20
Utilities $80
Trash Valet $6
Monthly Amenities $12

I am willing to pay the fees
Total Cost For you $620"
26160788306858771,1 Bed 1 Bath Apartment,"1 Bed 1 Bath Apartment

Tired of subpar housing?

Excellent private room for rent. Shared bathroom (with one other person). Fully remodeled inside and out. Two male roommates and you for the entire 1,616 sqft two-story apartment.

**Features:**

- Furnished common areas (kitchen, living room)
- Stainless steel appliances
- Free to use laundry
- Gorgeous mountain-facing view
- Small backyard area
- Free covered private parking spot
- Quiet neighborhood feel
- Easy access to Orem & Provo

**Rent is $625 per month** plus utilities (split between three tenants). Office desk included in room (may keep or donate).

Free tours & applications available upon request.

**Available for move-in immediately. Lease through August 2026.** No smoking and/or pets."
1882279249248007,2 Beds 2 Baths - Apartment,"Female private room and private bathroom
Lds standards, no pets. Available on May 1st."
777202604856759,Studio 1 Bath Apartment,"Walk to WSU!! Right across the street from campus!! Coin operated laundry on site!
No pets or smoking please. Security deposit amount is same as monthly rent. Call
or text Revolution Property Mgmt at [hidden information] today to arrange a showing!"
2018286462083565,3 Beds 2 Baths - Apartment,"3 Beds 2 Baths - Apartment

1565 N University Ave, Provo, UT [hidden information], United States

Glenwood spring and summer women’s contract available :)
I’m getting married in June, but my contract is available as soon as late April!

Comes with an onsite parking spot, pool, hot tub, sand volleyball, and one of the best YSA wards I’ve been in (seriously, you’d love it)

Willing to negotiate on monthly price, as of now it is $400 a month. 

(Plus my roommate is selling her contract. Perfect for a duo looking for a summer room together)"
1624149935491481,4 Beds 2 Baths - Apartment,"Shared female apartment in Provo! 1 block from BYU campus!
🌸4 bed, 2 bath
🌸Underground reserved parking spot $30
🌸In unit washer/dryer
🌸Looking to move with friends?? 3 Spaces available!
🌸Pool, hot tub, and the best people!
🌸Visitor parking available 
🌸Lots of storage and room to host"
1952508709478416,Private room for rent,"Shared male student room, right next to BYU campus. 

Rent is $315/month plus utilities, really fun and nice Roomates. I need to move home unexpectedly, so this is available now!"
4246650108956265,1 Bed 1 Bath Apartment,"MALE BYU SPRING/SUMMER CONTRACT

My fiance is trying to sell his spring/summer contract at Liberty square. It would be for a shared room, but there are only 2 of you in the whole apartment. 

$615 rent

Super friendly ward and a bunch of awesome amenities. I will list them below:

- Swimming pool + New Hot Tub
- Smart Laundry Facility
- Computer Lab
- Arcade Table
- 24-Hour Fitness Center
- 80″ TV
- Indoor & Outdoor Basketball Court
- Covered parking
- Pool & Ping Pong Table
- Firepit"
3869858576640068,2 Beds 2 Baths - Apartment,"FEMALE ROOM. Student housing.  2 Beds 2 Baths - Apartment.  My daughter needs to sell her lease. 

1270 W 1130 S, Orem, UT [hidden information], United States

**March rent has been paid!**

** The contract has already been renewed for the 2026-2027 school year, and starting August 2026 the rent goes down to $442 a month!**

This is a shared bedroom in a 2 bedroom, 2 bathroom aprtment.  The other 3 girls are very nice and easy to live with. 

Wolverine Crossing is Utah Valley’s premier student housing. We boast the largest amenities package in Utah which includes two resort style pools, two HUGE hot tubs, a professional grade fitness center (it’s AMAZING!!!), a sport court, professional sand volleyball court, and more. Utah Valley University students will find that the location is perfect, and the atmosphere is amazing. Our award-winning Resident Life program is unrivaled, with Resident Assistants on each floor. Games, activities and service projects are all part of the Wolverine Crossing experience. Don’t miss out on the chance to live at the best student housing complex in Orem!"
25591478993886282,1 Bed 1 Bath - Apartment,"I’m getting married, so I’m selling my contract for April-May 

It is a GIRL shared room apartment 
Rent 395
Utilities 55
Internet 10.20

It’s great place to live located south campus 
4min walking from UVX station 
5min to BYU
2min to Provo Library"
1269407251794854,4 Beds 2 Baths - Apartment,"4 Beds 2 Bath - Apartment 
Share room 
Im selling my contract !!
ATTENTION March and April  is FREE with a signed and accepted contract. ( you can renew in August if you want ) I need to sell it ASAP! The ward is AMAZING! 10 minutes walk to BYU campus and store super close! Untilities are around $60 ( if you want parking is $20 additional ) but you can park on the neighborhood !! Let me know if you have any questions💗

AMENITIES
Basketball and Volleyball Court
Lounge with 60″ LCD TV (with Sound Bar, DVD player, and NetFlix), Large Speakers with AUX Hookup, Pool Table, Ping Pong Table, and Piano
Pool with Large Outdoor Speakers with AUX Hookup
Sun Deck
Picnic Table Area with BBQs
2 On-Site Laundry Facilities With Coin And Card Operated Machines
Gig Internet
Fully Furnished
Flat Screen TV in Each Apartment"
1292930682942077,Private room for rent,"Selling for spring & summer! It is 1 block away from byu, about a 4 min walk to campus. Rent is $450 and with utilities it comes out to 500. Parking is on-site and FREE🤩 Roomate’s are amazing!! & the ward is a lot of fun!! I’ve lived here for 2 years now!!"
1321447826435330,2 Beds 1 Bath Apartment,"- 1 minute & 32 second walk from the Provo City Library
- 48 cubic feet of personal closet space + 6 personal drawers + space under the bed
- Free rec room and gym at housing office
- Close to BYU campus
- Funny roommate
- Lease is from August 2026 to 2027
- 2 bedroom 1 bathroom"
1284356120281056,2 Beds 1 Bath Apartment,"Apartment in King Henry - Clubhouse, pool, hot tub, gym and pickleball court. Plenty of parking spaces available.
Great ward, incredible social life: activities and sports, and much more. Plenty of space for storage.
Great roommates, free shuttle to BYU
Selling my contract in a shared room through August 14th
559 + utilities/month"
765972212513615,2 Beds 1 Bath - Apartment,"cute student apartment in the heather cove complex, just a 10 minute walk from campus! shared bedroom for rent

- 2 bedrooms (one private, one shared)
- 1 bathroom 
- in house washer and dryer 
- google fiber internet 
- kitchen with functional appliances 
- lots of storage/closet space 
- cute ward 
- move in ready

dm me for details/to tour!!"
799111243160098,2 Beds 2 Baths - Apartment,"2 private bedroom contracts available for Spring-Summer! Free rent for the month of April! 

Brandbury apartment complex; 

Amenities 
- General parking
- Building laundry
- Pool & Hot-tub
- Gym
- UVU/BYU shuttle 
- BYU approved 

Apartment
- 2nd floor 
- 4 bedrooms 
- 2 shared baths
- Balconies 
- Cleaning checks 

Payment 
- Base rent: $599
- Internet: $25
- Utilities: $58
- Parking: $18
- Insurance: $5.5
- Total: ~$705.50"
1706138737080500,3 Beds 2 Baths Apartment,"Women’s private master bedroom available May 1st! 
- 2 great roommates 
- Private bathroom
- In unit laundry 
- Walk in closet
- Covered underground parking
- Lots of storage
- Close to BYU"
885403201008505,2 bed 1 bath apartment just a few blocks south of BYU,"We have LOVED living here the past couple years ! We are looking to sell our lease as soon as possible. Message for more details 🙂



850 sq feet



$1250/month (+utilities)



plenty of parking space (parking included)"
1418881206537582,2 Beds 1 Bath - Apartment,"2 Beds 1 Bath - Apartment

130 E 700 N, Provo, UT [hidden information], United States

Shared room for rent!!

I’m selling my contract for spring/summer, so May to August!

Two of my other roommates are also moving out and so you can move in with friends!

This apartment complex is super close to BYU campus, only one block south of the ramp! 

Rent is $380, utilities are $50 and WiFi and electric is usually ~$30 a month before splitting between all four roommates! It’s definitely a steal in terms of pricing when you think about how close it is to campus!

Parking is done by lottery, it’s $75 for the whole semester and a guaranteed spot

2 shared bedrooms, 1 bath
On-site laundry ($1.25 a load so super cheap compared to a lot of other places!)
Fully furnished bedroom (bed frame, mattress, dresser, closet and shelves in the closet)
Kitchen appliances (dishwasher, oven, stove, microwave, fridge)
Super awesome ward that has many activities and chances to get to know people!

Message me if you’re interested!"
743393935319545,2 Beds 2.5 Baths - Apartment,"Liberty Square Apartments 

selling my contract for spring and summer! great complex, amazing ward, great management and maintenance. located just south of byu and 10 minutes away from uvu. very comfortable to live in (feels more like a house then apt.) shared room shared bath. 2 beds rooms and 2.5 baths. furnished and all the appliances and a brand new 75” tv. hot tub, pool, laundry mat, indoor and outdoor courts. club house. and full gym. underground parking garage and above ground parking lot."
900182143186589,2 Beds 2 Baths Apartment,"ROOMMATE FOR LEASE TAKEOVER ASAP

INCENTIVES
-Feb and March rent covered!
-$150 off of security deposit for anyone who signs before march!

I’m looking for someone to take over my lease. The lease runs through September 2026.
⸻
Room & Apartment Features
• Private bedroom
• Private bathroom
• In-unit laundry
• 4th-floor unit
• Great natural light and comfortable layout
• Secure, well-maintained building
⸻
Location
• South Provo
• 10-minute drive from BYU
• Close to Smith’s, Maverik, and public transit
• Safe, quiet neighborhood
⸻
Optional Furniture (For Sale)
If you’re looking for a furnished space, I’m selling items currently in the room, including:
• Mattress
• Bed frame
• Desk
• Other pieces available upon request
⸻
Send me a DM for:
• Monthly rent & utilities breakdown
• Additional photos
• Apartment tour (video or in-person)
• Move-in details"
1300053085500775,3 Beds 2 Baths - Apartment,Both bedspaces in the room are available!   Walking distance from BYU.  Shared room / men’s apartment.  Great place to live for a young single adult in Provo.  DM if interested!
1226431582277567,3 Beds 2 Baths - Apartment,"Selling my contract for may-august! Need to sold ASAP, I’ll give it to the first person to reach out. Awesome clean roommates and good social life. 

$460 per month plus utilities and parking

Features Include: 
Bedroom
- Beds & Dressers
- Large Closets
- Study Desks
Living Room
- Smart TV
- Couch & Love Seat
Kitchen
- 2 Refrigerators
- Dishwasher
- Disposal
- Microwave
Exterior Bathroom Vanity
High-Speed Internet
Covered Parking Available
Interior Hallways
Keyless Entry
Laundry Facilities

I've loved living here, I'm just getting married in May. Parking is actually really nice and the two fridges is a game changer. Management is super reasonable, they'll come fix stuff if it's not working and will be attentive if you have concerns. e"
1942651299931242,2 Beds 1 Bath Apartment,"FREE DEPOSIT for unit with new flooring!
Google fiber internet and plenty of parking.
Brand new flooring just installed. Convenient location next to waffle love on state street - Uta bus stop in front. Walmart just down the street. 
Looking for a 2 bedroom with an affordable rent price???  Check this one out -Ready to move in NOW!

$1199/mo for rent with Google Fiber Internet - $40 a month and already set up ready to go!

Welcome home to this 2 bedroom in a great location between Orem and Provo.  

Two bedroom apartment with amazing sunlight and big bedrooms. New LVT flooring being installed this week!  Centrally located between Provo and Orem. Right next to Waffle Love, close to stores and public UTA transportation right out front!

Pets allowed with a pet deposit and monthly pet fee.  Tenant pays for utilities used and monthly internet.  Laundry in building. 

Apply here! Choose Unit 61

www.grandviewmanorprovo.com
Price listed here will be offered as a special price when lease is created to sign."
3594994947330647,1 Bed 1 Bath - Apartment,"This apartment is available April 11th, and has the option to renew in August! We have loved it here, and we’re sure you will too! 

This is a 1 bed 1 bathroom apartment about 5 minutes away from BYU in a great ward. The video was taken when we were first moving in, so that gives you a better idea of the layout. 

Rent: $1235 ($1125+ internet and water)
Security Deposit: $1200

Amenities/perks:
-pet friendly 
-grill area
-dog run
-in building Landry facility
-gym
-close to BYU & UVU
-awesome ward/community
-on site management 
-mini market

(My wife also posted this so there should be 2 listing, contact either one of us)"
3000831526769494,Private room for rent,"Private room for rent

HIIIIIIIIII!! Selling my contract at the Village starting end of April!!! PRIVATE room along with 2 other spots available in our apartment !! Rent is $670/month but discounting to $400/month AND Apartment is on the first floor! DM for more information💙💗"
1442620357488668,4 Beds 2 Baths - Apartment,"One room in a four room apartment.  
I had to move for school and am unfortunately locked into the contract thru August.  I will pay for your first two months of rent.  I just need to get rid of the contract being that I’m not living there anymore.

No animals, a room for a man below the age of thirty"
912369278210420,4 Beds 2 Baths - Apartment,"THIS PRICE INCLUDES EVERYTHING!

If you have the budget to pay $700/month, Crestwood is a great option!

FULL TRANSPARENCY!

Monthly fees: $50 Utilities FLAT, $35 parking, $30 internet, $16 liability insurance, $8.95 credit reporting (can opt-out), $6 trash valet, and $3 pest control

Sign-up fees: $50 application fee, $199 admin fee, $400 refundable security deposit

Misc. fees: $25 one-time parking set-up fees, $15/month optional storage locker fee


APPLY NOW :)



https://thecrestwoodapartments.prospectportal.com/Apartments/module/application_authentication/is_application_snippet/1/snippet_type/application/locale_code//"
1219043936955020,1 Bed 1 Bath - Apartment,"1 Bed 1 Bath - Apartment

185 E 300 N, Provo, UT [hidden information], United States

Cute single private female room in an apartment with amazing roommates! The only reason I'm selling is because I got married! 
Rent is $535 plus utilities and fees. Contact me for more details! Available immediately."
663760353448783,3 Beds 2 Baths Apartment,Liberty Square Lease Available to takeover! Moving out and willing to split transfer charges!
1568574250854914,1 Bed 1 Bath - Apartment,"THE BRANBURY: $702/mo | FIRST MONTH RENT FREE | Secured until 2027 | Men's Shared Housing w/Private Room

**$702/month which includes parking **

Available  Now - August 2027 ☀️

Location: The Branbury Apartments

Top Amenities:

🏊 Pool & Year-round hot tub

🏐 Sand volleyball & basketball court

🏋️‍♂️ On-site fitness center

🚌 Features a Free BYU Shuttle to Campus

🔥 Fire pit & social atmosphere

DM me if youre interested!"
2253497558514351,4 Beds 2 Baths - Apartment,"OLD ACADEMY APARTMENTS

Utilities included in price!

Two rooms available for rent!!! Shared bathroom with two sinks! Modern unit with wheelchair accessibility.

5-10 minute walk to BYU campus. Super social and friendly ward! Close to everything."
927617526460412,Private room for rent,"6 individual year-round contracts available 10-minute walk to BYU campus. (The entire unit.)

Current tenants are female.

Beginning August 18th, 6 spots will become available (the entire unit). 6 shared contracts. 

Full vurtual property tour can be found at:
https://youtu.be/n59_itzKbuA

Details:

RENT
$450 per spot. 6 spots.

UTILITIES

Utilities will be split 6 ways every month depending on usage (usually $40-45 per person) and are in addition to the base rent shown above.

SECURITY DEPOSIT

Security deposit will be $500 per person.

Amenities:
- In-unit laundry
- Off street parking ($12.50 monthly)
- In-unit storage room (not shown in video)
- Fire ring
- Piano
- Big yard
- Fully furnished
- 2 refrigerators
- Private patio and garden"
1424757605946359,2 Beds 1 Bath - Apartment,"Wolverine crossing is the funnest place to live! I’ve made so many new friends and the living space is so nice! Me and my roomate are both selling our shared room, girls only lease, so if you and a friend want to move in to a joined bed+ bath, this is perfect for you!! we have the cutest roommates ever and are so so sad to leave them. Please let me know if you are interested! We will pay rent for february and will pay $100 each month to help lower the cost of utilities. The price is $435 plus utilities and parking. shoot me a DM if you’d like to take a look at our room!"
1237556634639223,2 Beds 2 Baths - Apartment,"Getting married in April, so I’m selling my apartment from the end of April through August (with the option to renew!). There are 2 beds available, each room is shared. It’s a 5-minute walk from BYU, in an amazing ward with the best roommates. The apartment is a great space with good parking and has a washer and dryer inside — which is such a plus. Message me if you’re interested or want more details!"
845743274903689,2 Beds 2 Baths - Apartment,"Shared Room Lease Takeover – $467/mo | University Place (Orem)

Looking for a male roommate to take over my lease in a 2 bed / 2 bath apartment at University Place. Shared room with 3 great roommates staying.
Rent is $467/month (+ ~$50–70 utilities). I’ll cover the first 2 months of rent.

Unfurnished room, but fully furnished common areas. Parking garage, gym, pool, hot tubs, in-unit laundry, pet friendly.
Perfect for students — right between BYU & UVU, next to Costco & the mall.
Lease goes until June 30. DM for details"
1563038708060139,3 Beds 2 Baths - Apartment,"One male spot in BYU contract housing, Glenwood Apartments. Available starting mid-April. I will pay for rent above $350. Contact me on Facebook Messenger for more details."
4403792213183817,2 habitaciones 1 baño - Casa,Se alquila cuarto para una persona. Disponibilidad inmediata. El precio incluye servicios y el uso de los electrodomésticos. Disponibilidades inmediata
2110887486317078,2 Beds 1 Bath - Apartment,"1 Bed 1 Bath - Apartment

243 E 500 N, Provo, UT [hidden information], United States

Selling my contract at Brittany apartments! Shared room but very spacious. Female apartment. The apartment has three other roommates, super close to BYU campus and very affordable. Available starting April 1st and the contract lasts until the end of August with the option to renew for the 2026-27 school year."
863042729661978,1 Bed 1 Bath - Apartment,"Women’s Private master bedroom - Available NOW! First months rent paid! 

330 W 1230 N, Provo, UT [hidden information], United States

I have a contract at Windsor Park available now!

Only moving out because of graduation. This apartment is BYU approved, an 8 minute walk from campus, located right next to Raising Cane’s.

You’ll have a fully furnished master bedroom with:

 • Private bathroom
 • Walk-in closet
 • Queen-size bed
 • Tons of space! 

Rent & Fees:
 • $630/month + utilities 
*Utilities usually come out to about $60/month total.

Apartment perks:
 • In-unit washer & dryer
 • High-speed internet
 • 2 assigned parking spots (always available since roommates don’t have cars!)

*video walk through on request!"
1267516681948251,2 Beds 1 Bath Apartment,"Enjoy living in a clean, quiet neighborhood surrounded by beautiful mountains on three sides. We'll rent as a single bedroom for $200 less, or as listed here as a 2-bedroom. To enter the second bedroom you must pass through the first. So fine for kids in the second room, but maybe not ideal for roommates.

We’re located right across the street from a historic park and within easy walking distance of Alpine Elementary, which offers a well‑regarded Chinese immersion program. The apartment includes blazing‑fast internet—perfect for Netflix and other streaming services (we’ll setup the secure network for you).

Rent is $1190 per month, with all utilities included for an additional $100 ($1,290 total).

While I wish I could make exceptions, I’m unable to rent to tenants with poor credit. I've learned from experience—after dozens of rentals—that people with poor credit often don't treat me well. (I really do wish that weren’t the case!)

No pets. No smoking. 

Photos may show some decorative items (like shower curtains, doormats, etc.) that aren’t included—they’re just examples of how you might personalize the space.

This rental runs for 13 or 14 months so that next time I rent in April or May. After that, renewal for a full year—or possibly month‑to‑month. We want rent by 3/15/26, so if you're looking a few months in advance, it might not be a good fit for us."
1426842088373646,2 Beds 1 Bath - Townhouse,"Townhouse for rent! Lease available beginning of April. Opportunity to renew in August.

$1300/month

Married housing

2 bed room 1 bath + laundry room with washer and dryer

Close to the Utah Valley Hospital, Provo Rec., and Provo River Trail. 

1 covered parking spot and 1 uncovered spot"
906456842283793,4 Beds 2 Baths - Apartment,"4 Beds 2 Baths - Apartment

I’m selling my private room contract for spring/summer and is renewable for fall! 🏠 

- Private room
- Shared bathroom with 1 roommate 
- In unit washer and dryer
- Underground parking. With Y lot right next to us so if you have visitors it is super easy to park :)) 
- Cute apartment 
- Cutie roommates 
- Super close to BYU south campus (literally the closest you can get) 
- $605 a month + utilities 
- The apt is called Campus View North 
- The ward is awesome!! Like for reals

My other roommate is selling her contract as well so if you wanna move in with a friend you totally can! 👀 

Message me if you have any questions!!"
1251038573823750,1 Bed 1 Bath - Apartment,"1 Bed 1 Bath - Apartment

375 W 1720 N, Provo, UT 84604-6419, United States

I’m selling my contract at the Branbury (375 W 1720 N Provo UT 84604) and it’s available as soon as someone wants it (preferably March 1st but if you’d like to move in earlier february is already paid for so you can just move your stuff over). It’s 490 a month + utilities so I usually end up paying around 530. It’s a two bedroom two bathroom with 4 girls total but me and my roommate are both leaving so there’s a room with two beds available. It’s right next to BYU and UVU and it’s a super social and fun place to be with a pool, gym, volleyball court, pickleball court, basketball court, and more! message me if you’re interested!"
1377340443696531,1 Bed 1 Bath Apartment,"RENEWABLE FOR FALL!!
**Subleasing for the summer, but would be willing to negotiate a date before then!

This is a great apartment that would be perfect for someone moving to Provo for work/school/just for the social scene in the summer. Super close to the Provo library! The price listed is the total including utilities. This is my 3rd apartment in Provo and it's been my favorite by far. I am only looking to sublease because I will be spending the summer at home because my brother is leaving on a mission and I am working full-time there as well.

More info:
- Sharing with 3 other males
- HUGE underground parking lot (I have never not found a space during my time here)
- Top floor apartment (no upstairs neighbors)
- TONS of storage space (shelves, drawers, good size closet)
- In-unit laundry
- Great roommates (been friends with them for several years)
- Built-in desk in the room
- New flooring, countertops, and brand new couches
- Large kitchen
- UVX station right in front of the complex
- Super great people in the ward

Let me know if you're interested!"
