id,source,source_listing_id,normalized_address,address_raw,link,title,price,beds,baths,first_seen,last_seen,extracted,canonical_listing_id
803,facebook_marketplace,1631374138149033,provo ut,"Provo, UT",https://www.facebook.com/marketplace/item/1631374138149033/,Men’s Apartment (2 Contracts),485.0,,,2026-03-03T21:10:42Z,2026-03-03T21:10:42Z,,
